file_x,file_y,decision,distance_l2,distance_l2_scaled,y,pred_euclidean_l2
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alfred_Ford/Alfred_Ford_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alicia_Hollowell/Alicia_Hollowell_0001.jpg,No,1.2638,-1.2638,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alistair_MacDonald/Alistair_MacDonald_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Angela_Alvarado_Rosa/Angela_Alvarado_Rosa_0001.jpg,No,1.3911,-1.3911,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Annie-Jeanne_Reynaud/Annie-Jeanne_Reynaud_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Abdullah_Ahmad_Badawi/Abdullah_Ahmad_Badawi_0001.jpg,No,1.1787,-1.1787,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Arthur_Johnson/Arthur_Johnson_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alan_Jackson/Alan_Jackson_0001.jpg,No,1.1659,-1.1659,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Anna_Kournikova/Anna_Kournikova_0012.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Adam_Ant/Adam_Ant_0001.jpg,No,0.9241,-0.9241,0,Yes
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Augustin_Calleri/Augustin_Calleri_0004.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Abdel_Aziz_Al-Hakim/Abdel_Aziz_Al-Hakim_0001.jpg,No,1.2985,-1.2985,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Anthony_Lee_Johnson/Anthony_Lee_Johnson_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Adrian_Murrell/Adrian_Murrell_0001.jpg,No,1.4817,-1.4817,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ainsworth_Dyer/Ainsworth_Dyer_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alberta_Lee/Alberta_Lee_0001.jpg,No,1.1803,-1.1803,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Anthony_Principi/Anthony_Principi_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Allyson_Felix/Allyson_Felix_0005.jpg,No,1.3414,-1.3414,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Amber_Tamblyn/Amber_Tamblyn_0002.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Angel_Lockward/Angel_Lockward_0001.jpg,No,1.2369,-1.2369,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Allen_Iverson/Allen_Iverson_0002.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alan_Stonecipher/Alan_Stonecipher_0001.jpg,No,1.0889,-1.0889,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alma_Powell/Alma_Powell_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Amporn_Falise/Amporn_Falise_0001.jpg,No,1.3556,-1.3556,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Anthony_Pisciotti/Anthony_Pisciotti_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Antonio_Cassano/Antonio_Cassano_0001.jpg,No,0.9298,-0.9298,0,Yes
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Asif_Ali_Zardari/Asif_Ali_Zardari_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Aidan_Quinn/Aidan_Quinn_0001.jpg,No,1.1279,-1.1279,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Art_Cooper/Art_Cooper_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alexandra_Spann/Alexandra_Spann_0001.jpg,No,1.1842,-1.1842,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Al_Davis/Al_Davis_0002.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Abdul_Rahman/Abdul_Rahman_0001.jpg,No,1.1372,-1.1372,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alejandro_Lopez/Alejandro_Lopez_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alex_Holmes/Alex_Holmes_0001.jpg,No,1.2655,-1.2655,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Austin_Kearns/Austin_Kearns_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alan_Mulally/Alan_Mulally_0002.jpg,No,1.1922,-1.1922,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Anthony_Principi/Anthony_Principi_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alan_Mulally/Alan_Mulally_0002.jpg,No,1.0839,-1.0839,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Andreas_Vinciguerra/Andreas_Vinciguerra_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alan_Stonecipher/Alan_Stonecipher_0001.jpg,No,0.9571,-0.9571,0,Yes
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Armando_Avila_Panchame/Armando_Avila_Panchame_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alberto_Sordi/Alberto_Sordi_0001.jpg,No,1.1687,-1.1687,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Austin_Kearns/Austin_Kearns_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Armand_Sargen/Armand_Sargen_0001.jpg,No,1.1564,-1.1564,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alyson_Hannigan/Alyson_Hannigan_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Amelie_Mauresmo/Amelie_Mauresmo_0016.jpg,No,0.9098,-0.9098,0,Yes
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Anil_Ramsook/Anil_Ramsook_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Adisai_Bodharamik/Adisai_Bodharamik_0001.jpg,No,1.4586,-1.4586,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ashraf_Ghani/Ashraf_Ghani_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alex_Ferguson/Alex_Ferguson_0001.jpg,No,1.2439,-1.2439,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Antje_Buschschulte/Antje_Buschschulte_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alicia_Hollowell/Alicia_Hollowell_0001.jpg,No,1.0401,-1.0401,0,Yes
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Adriana_Lima/Adriana_Lima_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alanis_Morissette/Alanis_Morissette_0001.jpg,No,1.22,-1.22,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Arnold_Scott/Arnold_Scott_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Angela_Alvarado_Rosa/Angela_Alvarado_Rosa_0001.jpg,No,1.2084,-1.2084,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Azmi_Bishara/Azmi_Bishara_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alessandra_Cerna/Alessandra_Cerna_0001.jpg,No,1.2365,-1.2365,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Al_Davis/Al_Davis_0002.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alexis_Dennisoff/Alexis_Dennisoff_0001.jpg,No,1.342,-1.342,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Andy_Benes/Andy_Benes_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alfonso_Soriano/Alfonso_Soriano_0001.jpg,No,1.4072,-1.4072,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ana_Guevara/Ana_Guevara_0007.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ahmet_Demir/Ahmet_Demir_0001.jpg,No,1.5541,-1.5541,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Andres_DAlessandro/Andres_DAlessandro_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alberto_Fujimori/Alberto_Fujimori_0002.jpg,No,1.3741,-1.3741,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Art_Hoffmann/Art_Hoffmann_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Andres_Manuel_Lopez_Obrador/Andres_Manuel_Lopez_Obrador_0001.jpg,No,1.3771,-1.3771,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Amy_Brenneman/Amy_Brenneman_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alfred_Ford/Alfred_Ford_0001.jpg,No,1.2913,-1.2913,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Agnelo_Queiroz/Agnelo_Queiroz_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Akmal_Taher/Akmal_Taher_0001.jpg,No,1.1158,-1.1158,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alberta_Lee/Alberta_Lee_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Abdoulaye_Wade/Abdoulaye_Wade_0004.jpg,No,1.2448,-1.2448,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Agnelo_Queiroz/Agnelo_Queiroz_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alejandro_Toledo/Alejandro_Toledo_0003.jpg,No,1.3936,-1.3936,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ashanti/Ashanti_0004.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ahmad_Jbarah/Ahmad_Jbarah_0001.jpg,No,1.399,-1.399,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Allan_Wagner/Allan_Wagner_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Andy_Warhol/Andy_Warhol_0001.jpg,No,1.1068,-1.1068,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Asif_Ali_Zardari/Asif_Ali_Zardari_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Asif_Hanif/Asif_Hanif_0001.jpg,No,1.3837,-1.3837,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alison_Lohman/Alison_Lohman_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Agnelo_Queiroz/Agnelo_Queiroz_0001.jpg,No,1.4367,-1.4367,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Afton_Smith/Afton_Smith_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alejandro_Atchugarry/Alejandro_Atchugarry_0002.jpg,No,1.1543,-1.1543,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Andrea_De_Cruz/Andrea_De_Cruz_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Abdullah_Nasseef/Abdullah_Nasseef_0001.jpg,No,1.4689,-1.4689,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Asif_Ali_Zardari/Asif_Ali_Zardari_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Andres_Manuel_Lopez_Obrador/Andres_Manuel_Lopez_Obrador_0001.jpg,No,1.2946,-1.2946,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Andy_Benes/Andy_Benes_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Anibal_Ibarra/Anibal_Ibarra_0003.jpg,No,1.3007,-1.3007,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Albert_Brooks/Albert_Brooks_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alexis_Bledel/Alexis_Bledel_0001.jpg,No,1.2223,-1.2223,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Arnaud_Clement/Arnaud_Clement_0002.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ali_Fallahian/Ali_Fallahian_0001.jpg,No,1.3692,-1.3692,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Augustin_Calleri/Augustin_Calleri_0004.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Al_Cardenas/Al_Cardenas_0001.jpg,No,1.3564,-1.3564,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Aung_San_Suu_Kyi/Aung_San_Suu_Kyi_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ashlea_Talbot/Ashlea_Talbot_0001.jpg,No,1.5178,-1.5178,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Astrid_Betancourt/Astrid_Betancourt_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Al_Sharpton/Al_Sharpton_0007.jpg,No,1.0623,-1.0623,0,Yes
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Armando_Avila_Panchame/Armando_Avila_Panchame_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ahmed_Ahmed/Ahmed_Ahmed_0001.jpg,No,1.1174,-1.1174,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Avril_Lavigne/Avril_Lavigne_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alex_Corretja/Alex_Corretja_0001.jpg,No,1.5685,-1.5685,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Antony_Leung/Antony_Leung_0004.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alastair_Campbell/Alastair_Campbell_0002.jpg,No,1.4519,-1.4519,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/AJ_Lamas/AJ_Lamas_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alfonso_Portillo/Alfonso_Portillo_0001.jpg,No,1.1875,-1.1875,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alma_Powell/Alma_Powell_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Albaro_Recoba/Albaro_Recoba_0001.jpg,No,1.6572,-1.6572,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Andre_Techine/Andre_Techine_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ahmet_Demir/Ahmet_Demir_0001.jpg,No,1.2525,-1.2525,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Adrian_Annus/Adrian_Annus_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alex_Gonzalez/Alex_Gonzalez_0001.jpg,No,1.3807,-1.3807,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Aleksander_Kwasniewski/Aleksander_Kwasniewski_0003.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Abdel_Nasser_Assidi/Abdel_Nasser_Assidi_0002.jpg,No,1.6243,-1.6243,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ai_Sugiyama/Ai_Sugiyama_0003.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alan_Stonecipher/Alan_Stonecipher_0001.jpg,No,1.4325,-1.4325,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Andres_Pastrana/Andres_Pastrana_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Abel_Aguilar/Abel_Aguilar_0001.jpg,No,1.2769,-1.2769,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alfredo_di_Stefano/Alfredo_di_Stefano_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Abdel_Madi_Shabneh/Abdel_Madi_Shabneh_0001.jpg,No,1.0037,-1.0037,0,Yes
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Arnold_Schwarzenegger/Arnold_Schwarzenegger_0042.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ali_Fallahian/Ali_Fallahian_0001.jpg,No,1.2765,-1.2765,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ali_Adbul_Karim_Madani/Ali_Adbul_Karim_Madani_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Andrew_Wetzler/Andrew_Wetzler_0001.jpg,No,1.0097,-1.0097,0,Yes
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Anders_Fogh_Rasmussen/Anders_Fogh_Rasmussen_0004.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Aby_Har-Even/Aby_Har-Even_0001.jpg,No,1.1974,-1.1974,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Antonio_Catania/Antonio_Catania_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Aby_Har-Even/Aby_Har-Even_0001.jpg,No,1.018,-1.018,0,Yes
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Angie_Martinez/Angie_Martinez_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alejandro_Toledo/Alejandro_Toledo_0003.jpg,No,1.3827,-1.3827,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Anthony_Ervin/Anthony_Ervin_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alex_Corretja/Alex_Corretja_0001.jpg,No,1.3286,-1.3286,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Anthony_Corso/Anthony_Corso_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Adriana_Lima/Adriana_Lima_0001.jpg,No,1.4376,-1.4376,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Antony_Leung/Antony_Leung_0004.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alejandro_Toledo/Alejandro_Toledo_0003.jpg,No,1.565,-1.565,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Andrew_Bunner/Andrew_Bunner_0002.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alexandre_Herchcovitch/Alexandre_Herchcovitch_0001.jpg,No,1.3418,-1.3418,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ann_Morgan/Ann_Morgan_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Andrew_Bunner/Andrew_Bunner_0002.jpg,No,1.0157,-1.0157,0,Yes
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Almeida_Baptista/Almeida_Baptista_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ahmad_Jbarah/Ahmad_Jbarah_0001.jpg,No,1.2924,-1.2924,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Amy_Gale/Amy_Gale_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Adoor_Gopalakarishnan/Adoor_Gopalakarishnan_0001.jpg,No,1.3645,-1.3645,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Andrew_Gilligan/Andrew_Gilligan_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Anja_Paerson/Anja_Paerson_0001.jpg,No,1.1949,-1.1949,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Anne_Donovan/Anne_Donovan_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Adrian_Annus/Adrian_Annus_0001.jpg,No,0.9101,-0.9101,0,Yes
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Aung_San_Suu_Kyi/Aung_San_Suu_Kyi_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Andreas_Vinciguerra/Andreas_Vinciguerra_0001.jpg,No,1.448,-1.448,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ali_Hammoud/Ali_Hammoud_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Amber_Frey/Amber_Frey_0001.jpg,No,1.4822,-1.4822,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ari_Fleischer/Ari_Fleischer_0013.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alexandre_Daigle/Alexandre_Daigle_0001.jpg,No,1.0957,-1.0957,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alex_Cejka/Alex_Cejka_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alex_Zanardi/Alex_Zanardi_0001.jpg,No,1.1471,-1.1471,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Atsushi_Sato/Atsushi_Sato_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Albert_Montanes/Albert_Montanes_0001.jpg,No,0.9669,-0.9669,0,Yes
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Anne_Donovan/Anne_Donovan_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Antonio_Cassano/Antonio_Cassano_0001.jpg,No,1.4532,-1.4532,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Angel_Lockward/Angel_Lockward_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Akhmed_Zakayev/Akhmed_Zakayev_0003.jpg,No,1.1888,-1.1888,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alistair_MacDonald/Alistair_MacDonald_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alex_Zanardi/Alex_Zanardi_0001.jpg,No,1.0867,-1.0867,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Adam_Kennedy/Adam_Kennedy_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alicia_Molik/Alicia_Molik_0001.jpg,No,1.1846,-1.1846,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Antonio_Banderas/Antonio_Banderas_0003.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alvaro_Noboa/Alvaro_Noboa_0003.jpg,No,1.3594,-1.3594,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ari_Fleischer/Ari_Fleischer_0013.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Agbani_Darego/Agbani_Darego_0001.jpg,No,1.3667,-1.3667,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Austin_Kearns/Austin_Kearns_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Amanda_Plumer/Amanda_Plumer_0001.jpg,No,1.0637,-1.0637,0,Yes
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Aleksander_Kwasniewski/Aleksander_Kwasniewski_0003.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Abdul_Rahman/Abdul_Rahman_0001.jpg,No,1.5321,-1.5321,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Antanas_Valionis/Antanas_Valionis_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alyson_Hannigan/Alyson_Hannigan_0001.jpg,No,0.9954,-0.9954,0,Yes
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Amram_Mitzna/Amram_Mitzna_0002.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Anders_Fogh_Rasmussen/Anders_Fogh_Rasmussen_0004.jpg,No,1.2562,-1.2562,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Anthony_Hopkins/Anthony_Hopkins_0002.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alain_Cervantes/Alain_Cervantes_0001.jpg,No,1.5562,-1.5562,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Abbas_Kiarostami/Abbas_Kiarostami_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Abdullatif_Sener/Abdullatif_Sener_0002.jpg,No,1.1667,-1.1667,0,No
