file_x,file_y,decision,distance_l2,distance_l2_scaled
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6654/1407631492,2283414523_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/10024/3731102869,2980353182_align.jpg",No,0.8073,-0.8073
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/584062327,710507283_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/7187/4092978934,2300303418_align.jpg",No,0.6912,-0.6912
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9632/830387680,1986336346_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/615/2242468360,3655639513_align.jpg",No,1.3556,-1.3556
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/13916/3017482370,573604790_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/11155/2877451816,2812571106_align.jpg",No,1.2427,-1.2427
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/13284/931076373,137064897_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/10172/1286764698,4270349212_align.jpg",No,1.2476,-1.2476
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/10788/3134571634,1562697427_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/10172/1286764698,4270349212_align.jpg",No,1.0342,-1.0342
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/7596/3511207354,3045913936_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6654/1407631492,2283414523_align.jpg",No,1.3177,-1.3177
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/13000/3854215468,2530732751_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/10788/3134571634,1562697427_align.jpg",No,1.0504,-1.0504
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6722/3355743939,3048152970_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5630/3522072962,3875041161_align.jpg",No,1.3985,-1.3985
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5773/4001610053,570383015_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/16211/2765314768,2882341970_align.jpg",No,1.3496,-1.3496
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/984/588426022,1709365348_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/12269/3876118722,392376178_align.jpg",No,1.4566,-1.4566
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/3866/2375549814,1910750626_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/10964/2164595443,2528493860_align.jpg",No,1.519,-1.519
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5454/1992197022,1854957818_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/10175/1577883959,1123533088_align.jpg",No,1.46,-1.46
/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2004/eac4b74543a98226eb84c5908a82b9014b90ebc4.jpg_align.jpg,"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/1464/2062039301,704589751_align.jpg",No,1.3332,-1.3332
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6654/1407631492,2283414523_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/3249/2490190505,3528075079_align.jpg",No,1.4977,-1.4977
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/13000/3854215468,2530732751_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/11458/400440986,1442231859_align.jpg",No,1.4723,-1.4723
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6724/3131948157,79761314_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5866/3491753020,2520443570_align.jpg",No,1.5204,-1.5204
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/7064/3771158555,2393075488_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14903/2448882555,1627785123_align.jpg",No,1.4,-1.4
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/1414/3356567848,2045956955_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/1393/1343816300,2619522125_align.jpg",No,1.5723,-1.5723
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2820/1171096910,3919259508_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/13131/1028052325,4197344919_align.jpg",No,0.7886,-0.7886
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/12245/2472732210,1011679253_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/11241/804582476,2293769834_align.jpg",No,1.3591,-1.3591
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5102/1817749238,2786418797_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/15219/2685274929,2887165247_align.jpg",No,1.6111,-1.6111
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9212/420263580,879834726_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9643/1022421621,2690462410_align.jpg",No,1.0259,-1.0259
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2805/452130638,143458397_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14805/1970917846,2509628526_align.jpg",No,1.5392,-1.5392
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/7257/1893785540,4275307615_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/12240/3929876540,922070113_align.jpg",No,0.7751,-0.7751
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6513/3700357969,3900547292_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/10172/1286764698,4270349212_align.jpg",No,1.4098,-1.4098
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5382/2181487312,1132097339_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/3866/2375549814,1910750626_align.jpg",No,1.5408,-1.5408
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14926/1117154974,1220285764_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/10273/2353508919,400257903_align.jpg",No,0.6407,-0.6407
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14519/3256360826,1529157543_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/10273/2353508919,400257903_align.jpg",No,0.7343,-0.7343
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/16211/2765314768,2882341970_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/11375/1154536683,1139643613_align.jpg",No,1.2907,-1.2907
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/4500/721656987,1092892354_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/16211/2765314768,2882341970_align.jpg",No,1.285,-1.285
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8915/1780306027,1418095616_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/1695/3737004080,618332747_align.jpg",No,1.2848,-1.2848
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/3399/1247200766,2730699354_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/3249/2490190505,3528075079_align.jpg",No,1.4626,-1.4626
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/615/2242468360,3655639513_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/11469/1056247210,1784121495_align.jpg",No,1.3892,-1.3892
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/7065/3922646730,2589339026_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2820/1171096910,3919259508_align.jpg",No,0.6619,-0.6619
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/16211/2765314768,2882341970_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/13916/3017482370,573604790_align.jpg",No,1.233,-1.233
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/7187/4092978934,2300303418_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/13000/3854215468,2530732751_align.jpg",No,1.4308,-1.4308
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/13861/2021120059,1381038295_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/11079/760768958,2968298540_align.jpg",No,1.6077,-1.6077
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8915/1780306027,1418095616_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/11241/804582476,2293769834_align.jpg",No,1.2427,-1.2427
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/915/3357364675,1985413717_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/13853/1471052382,2579240802_align.jpg",No,1.3144,-1.3144
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/15741/273398738,4125750029_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/1393/1343816300,2619522125_align.jpg",No,0.9001,-0.9001
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/1811/1241661197,2388491223_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/12245/2472732210,1011679253_align.jpg",No,1.3646,-1.3646
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/7290/1220457097,1129667867_align.jpg",/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5870/f677b1c306436f07b219a862.jpg_align.jpg,No,1.4361,-1.4361
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/584062327,710507283_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2858/3390033800,3934379181_align.jpg",No,0.5591,-0.5591
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/7052/3272687312,505944678_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/1695/3737004080,618332747_align.jpg",No,1.1812,-1.1812
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/4258/4155999478,404430775_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/11129/3251138763,157689582_align.jpg",No,1.4413,-1.4413
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14934/3338298727,1126060009_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/10788/3134571634,1562697427_align.jpg",No,1.5226,-1.5226
/content/drive/My Drive/기업프로젝트-라젠/data/face train data/15908/f636afc379310a55562affdcb64543a98226108f.jpg_align.jpg,"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/16003/3777104077,940070326_align.jpg",No,0.9583,-0.9583
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/1901/3017459854,3665712741_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/10024/3731102869,2980353182_align.jpg",No,1.5961,-1.5961
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5337/1511453041,4204377308_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/11458/400440986,1442231859_align.jpg",No,0.6133,-0.6133
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/7292/2370572215,2146775756_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/7584/3069343731,3891642180_align.jpg",No,0.6219,-0.6219
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/1897/3770567660,126355842_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/12316/3752632352,1690842704_align.jpg",No,1.5407,-1.5407
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6903/3114204182,2628479730_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/11155/2877451816,2812571106_align.jpg",No,1.2654,-1.2654
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5102/1817749238,2786418797_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/3399/1247200766,2730699354_align.jpg",No,1.5957,-1.5957
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5454/1992197022,1854957818_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/3179/1668326853,723181842_align.jpg",No,1.6534,-1.6534
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/7508/2174036321,20875244_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/4258/4155999478,404430775_align.jpg",No,1.523,-1.523
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8304/848421942,1871004979_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/11375/1154536683,1139643613_align.jpg",No,1.1548,-1.1548
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6825/1360979133,3151003475_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/11364/1301529298,2692785125_align.jpg",No,1.5203,-1.5203
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5276/1167886329,3170537525_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/11469/1056247210,1784121495_align.jpg",No,1.5228,-1.5228
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6978/2667961134,2384720269_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/11458/400440986,1442231859_align.jpg",No,0.7872,-0.7872
/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6884/d4628535e5dde71174fed354a7efce1b9d166160.jpg_align.jpg,/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5870/f677b1c306436f07b219a862.jpg_align.jpg,No,1.4633,-1.4633
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/7187/4092978934,2300303418_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6245/2378004660,3596668494_align.jpg",No,0.8512,-0.8512
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/2262200152,2871412818_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/12942/3531233298,353796112_align.jpg",No,1.6572,-1.6572
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/984/588426022,1709365348_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/13397/2411915439,3108694457_align.jpg",No,1.5091,-1.5091
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9212/420263580,879834726_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/11079/760768958,2968298540_align.jpg",No,1.4615,-1.4615
/content/drive/My Drive/기업프로젝트-라젠/data/face train data/7109/a583631e2216c0ba1bd576f9.jpg_align.jpg,"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5773/4001610053,570383015_align.jpg",No,1.5291,-1.5291
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/4543/2445745600,1942548660_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/3696/3846898958,1538896407_align.jpg",No,0.5837,-0.5837
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8085/2202132922,3672505173_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/3866/2375549814,1910750626_align.jpg",No,1.5945,-1.5945
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/7290/1220457097,1129667867_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/1811/1241661197,2388491223_align.jpg",No,1.0372,-1.0372
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/7052/3272687312,505944678_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5382/2181487312,1132097339_align.jpg",No,1.5562,-1.5562
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/7187/4092978934,2300303418_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/11079/760768958,2968298540_align.jpg",No,0.664,-0.664
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5877/2184936859,650764490_align.jpg",/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5797/fc1f4134970a304ef20649e9d2c8a786c9175cf9.jpg_align.jpg,No,1.5089,-1.5089
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/4303/1097803456,931669806_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/13000/3854215468,2530732751_align.jpg",No,1.3994,-1.3994
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/7067/683842167,1151752189_align.jpg",/content/drive/My Drive/기업프로젝트-라젠/data/face train data/4534/e824b899a9014c08a13a53f60b7b02087bf4f464.jpg_align.jpg,No,1.5676,-1.5676
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6724/3131948157,79761314_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/10446/3979690584,193300849_align.jpg",No,1.4603,-1.4603
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14934/3338298727,1126060009_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/13853/1471052382,2579240802_align.jpg",No,0.8313,-0.8313
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/1897/3770567660,126355842_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/12340/3636011554,829256400_align.jpg",No,0.8207,-0.8207
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/7193/284609895,3235581981_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5276/1167886329,3170537525_align.jpg",No,1.0242,-1.0242
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2858/3390033800,3934379181_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/13861/2021120059,1381038295_align.jpg",No,1.5523,-1.5523
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/368/3945146451,2914500332_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/3866/2375549814,1910750626_align.jpg",No,1.554,-1.554
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8594/367845031,2497448796_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/11621/731779435,1207175315_align.jpg",No,1.0736,-1.0736
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/7064/3771158555,2393075488_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/12102/1835501940,134308043_align.jpg",No,0.7068,-0.7068
/content/drive/My Drive/기업프로젝트-라젠/data/face train data/4534/e824b899a9014c08a13a53f60b7b02087bf4f464.jpg_align.jpg,"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14727/2975848856,1276467794_align.jpg",No,0.6885,-0.6885
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/7508/2174036321,20875244_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/7052/3272687312,505944678_align.jpg",No,1.4924,-1.4924
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/7282/1939496603,3763620929_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/11621/731779435,1207175315_align.jpg",No,1.3476,-1.3476
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5877/2184936859,650764490_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/11879/4197885977,658501003_align.jpg",No,1.277,-1.277
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6751/1086610494,2569402535_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/13131/1028052325,4197344919_align.jpg",No,0.9746,-0.9746
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/3866/2375549814,1910750626_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/11155/2877451816,2812571106_align.jpg",No,1.5561,-1.5561
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6331/1941587277,1204561269_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/12942/3531233298,353796112_align.jpg",No,0.5723,-0.5723
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/7596/3511207354,3045913936_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2820/1171096910,3919259508_align.jpg",No,1.3584,-1.3584
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2805/452130638,143458397_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/13853/1471052382,2579240802_align.jpg",No,1.2342,-1.2342
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/3696/3846898958,1538896407_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/10620/3227417799,677187904_align.jpg",No,1.3176,-1.3176
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8304/848421942,1871004979_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/368/3945146451,2914500332_align.jpg",No,1.0926,-1.0926
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/7282/1939496603,3763620929_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2735/1965071103,343429495_align.jpg",No,1.4999,-1.4999
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/13284/931076373,137064897_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/13856/152888719,3705740483_align.jpg",No,1.3408,-1.3408
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/924/4027827510,984489701_align.jpg",/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5870/f677b1c306436f07b219a862.jpg_align.jpg,No,1.5128,-1.5128
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/1897/3770567660,126355842_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/1414/3356567848,2045956955_align.jpg",No,1.6493,-1.6493
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6903/3114204182,2628479730_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5758/41355241,1944414666_align.jpg",No,1.3131,-1.3131
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/3900/559233188,1896541478_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/13856/152888719,3705740483_align.jpg",No,1.5347,-1.5347
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/16211/2765314768,2882341970_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/12227/520430462,1866232702_align.jpg",No,1.2313,-1.2313
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6529/1043842488,3261745574_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/11879/4197885977,658501003_align.jpg",No,1.4073,-1.4073
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/1939/2424301059,857222388_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/11458/400440986,1442231859_align.jpg",No,1.3768,-1.3768
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8304/848421942,1871004979_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2647/3644554177,1700968609_align.jpg",No,1.3708,-1.3708
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/12942/3531233298,353796112_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/12240/3929876540,922070113_align.jpg",No,1.0692,-1.0692
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/4869/2396314338,1054044513_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/12481/1617976533,3727731853_align.jpg",No,1.3005,-1.3005
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/3900/559233188,1896541478_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/15627/128539859,2043651863_align.jpg",No,1.4968,-1.4968
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6245/2378004660,3596668494_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/3249/2490190505,3528075079_align.jpg",No,1.5037,-1.5037
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/3866/2375549814,1910750626_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2041/2850016168,4158168732_align.jpg",No,1.5228,-1.5228
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2805/452130638,143458397_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14927/3487816518,2675468494_align.jpg",No,1.3508,-1.3508
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6978/2667961134,2384720269_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/12316/3752632352,1690842704_align.jpg",No,1.5402,-1.5402
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/7067/683842167,1151752189_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/4869/2396314338,1054044513_align.jpg",No,1.411,-1.411
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/11375/1154536683,1139643613_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/11241/804582476,2293769834_align.jpg",No,1.38,-1.38
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9117/2706051513,1587153424_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6751/1086610494,2569402535_align.jpg",No,1.0462,-1.0462
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2414/3090812696,2226485954_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14926/1117154974,1220285764_align.jpg",No,0.6686,-0.6686
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5337/1511453041,4204377308_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2145/4243901715,2498905926_align.jpg",No,0.811,-0.811
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/15472/581062367,693555361_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/1464/2062039301,704589751_align.jpg",No,1.2276,-1.2276
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6903/3114204182,2628479730_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/1393/1343816300,2619522125_align.jpg",No,1.2599,-1.2599
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/7292/2370572215,2146775756_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5276/1167886329,3170537525_align.jpg",No,0.8997,-0.8997
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5382/2181487312,1132097339_align.jpg",/content/drive/My Drive/기업프로젝트-라젠/data/face train data/4861/eab9044c94f5aab4d62afced.jpg_align.jpg,No,1.2822,-1.2822
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/584062327,710507283_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/4543/2445745600,1942548660_align.jpg",No,0.5111,-0.5111
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2647/3644554177,1700968609_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/13774/3438440462,1199778907_align.jpg",No,0.9365,-0.9365
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/12245/2472732210,1011679253_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/10791/3233878467,2488509469_align.jpg",No,1.4186,-1.4186
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14903/2448882555,1627785123_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/1464/2062039301,704589751_align.jpg",No,1.3815,-1.3815
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5276/1167886329,3170537525_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/3179/1668326853,723181842_align.jpg",No,1.4386,-1.4386
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/7290/1220457097,1129667867_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/12245/2472732210,1011679253_align.jpg",No,1.4162,-1.4162
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/4543/2445745600,1942548660_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/368/3945146451,2914500332_align.jpg",No,1.2919,-1.2919
